model_id,task,budget,seed,icl_accuracy,lora_accuracy,lora_minus_icl_accuracy,icl_runtime_sec,lora_runtime_sec,lora_minus_icl_runtime_sec,lora_train_runtime_sec,lora_inference_runtime_sec,lora_model_load_sec
Qwen/Qwen3-0.6B,rte,32,7,0.67578125,0.703125,0.02734375,28.19410131999757,43.92297983600292,15.728878516005352,3.053494900028454,40.326899375999346,0.542585559975123
Qwen/Qwen3-0.6B,rte,32,13,0.6484375,0.7109375,0.0625,29.05997599299735,42.6434972179959,13.583521224998549,2.822720862997812,39.43276789099764,0.38800846400044975
Qwen/Qwen3-0.6B,rte,32,21,0.625,0.72265625,0.09765625,26.17647871200097,40.210322738003015,14.033844026002043,2.8705898500011244,36.94885650300057,0.39087638500132016
Qwen/Qwen3-0.6B,rte,32,42,0.6328125,0.71875,0.0859375,25.785311703002662,40.38698578700496,14.601674084002298,2.8556227250010124,37.134715279000375,0.39664778300357284
Qwen/Qwen3-0.6B,rte,32,55,0.67578125,0.71875,0.04296875,29.32213386098738,44.09003013401525,14.767896273027873,3.0802032770006917,40.450350707018515,0.5594761499960441
Qwen/Qwen3-0.6B,trec,1,7,0.359375,0.203125,-0.15625,29.31933956599096,39.775079618993914,10.455740053002955,0.11429307298385538,39.10490818100516,0.5558783650049008
Qwen/Qwen3-0.6B,trec,1,13,0.34765625,0.203125,-0.14453125,25.874938130000373,36.36411877599676,10.489180645996385,0.10133625500020571,35.829993062998255,0.4327894579982967
Qwen/Qwen3-0.6B,trec,1,21,0.24609375,0.17578125,-0.0703125,27.247064457002125,38.84397405800337,11.596909601001244,0.10240903300291393,38.32961438699931,0.4119506380011444
Qwen/Qwen3-0.6B,trec,1,42,0.26953125,0.17578125,-0.09375,28.500081802998466,36.80087304799963,8.300791245001164,0.101872708000883,36.268895590998,0.4301047490007477
Qwen/Qwen3-0.6B,trec,1,55,0.328125,0.1796875,-0.1484375,30.015539391024504,40.04200814300566,10.026468751981156,0.11534675498842262,39.382033421017695,0.544627966999542
Qwen/Qwen3-0.6B,trec,2,7,0.3671875,0.19921875,-0.16796875,27.243263806012692,39.895110801036935,12.651846995024243,0.20137221002369188,39.16243681602646,0.5313017749867868
Qwen/Qwen3-0.6B,trec,2,13,0.390625,0.1953125,-0.1953125,24.788689488999808,36.4896864250004,11.700996936000593,0.18181588100196677,35.915996684001584,0.3918738599968492
Qwen/Qwen3-0.6B,trec,2,21,0.34375,0.1796875,-0.1640625,26.71078246700199,40.5492456159991,13.838463148997107,0.19360973500079126,39.954014535996976,0.40162134500133106
Qwen/Qwen3-0.6B,trec,2,42,0.44921875,0.17578125,-0.2734375,28.778101007999794,36.91659648999848,8.138495481998689,0.19042388999878312,36.334365370999876,0.39180722899982356
Qwen/Qwen3-0.6B,trec,2,55,0.28125,0.18359375,-0.09765625,30.373783046001336,40.274715137988096,9.90093209198676,0.24567207699874416,39.48084262499469,0.5482004359946586
Qwen/Qwen3-0.6B,trec,4,7,0.375,0.20703125,-0.16796875,29.766127306997078,40.24120571097592,10.475078403978841,0.44238443599897437,39.25020581998979,0.5486154549871571
Qwen/Qwen3-0.6B,trec,4,13,0.453125,0.1953125,-0.2578125,26.993071335000423,36.624989376992744,9.631918041992321,0.3551598189987999,35.86687251999683,0.4029570379971119
Qwen/Qwen3-0.6B,trec,4,21,0.4140625,0.1875,-0.2265625,25.493642010998883,39.53381347699906,14.040171466000174,0.38526478499989025,38.716633194999304,0.43191549699986354
