model_id,task,method,budget,n,runtime_sec_mean,runtime_sec_sum,train_runtime_sec_mean,inference_runtime_sec_mean,model_load_sec_mean
Qwen/Qwen3-1.7B,sst2,ICL,8,5,24.858912283199608,124.29456141599803,,24.858912283199608,
Qwen/Qwen3-1.7B,sst2,LoRA,1,5,32.02385163979998,160.1192581989999,0.11872556579837693,31.134435038199445,0.7706910358021559
Qwen/Qwen3-1.7B,sst2,LoRA,16,5,33.89262926098964,169.46314630494817,1.4899136933985573,31.703220759793474,0.6994948077976005
Qwen/Qwen3-1.7B,sst2,LoRA,2,5,32.05771458420058,160.28857292100292,0.20544801160067436,31.15146080160048,0.7008057709994319
Qwen/Qwen3-1.7B,sst2,LoRA,32,5,35.28537742320477,176.42688711602386,2.999304689598648,31.584290635405342,0.7017820982007834
Qwen/Qwen3-1.7B,sst2,LoRA,4,5,32.34225644759645,161.71128223798223,0.3863012262016127,31.256202412793208,0.6997528086016246
Qwen/Qwen3-1.7B,sst2,LoRA,8,5,32.998315509992246,164.99157754996122,0.8272972811937507,31.47016872579843,0.7008495030000631
Qwen/Qwen3-1.7B,trec,ICL,0,5,28.78735554800078,143.9367777400039,,28.78735554800078,
Qwen/Qwen3-1.7B,trec,ICL,1,5,27.736482650999097,138.68241325499548,,27.736482650999097,
Qwen/Qwen3-1.7B,trec,ICL,16,5,29.497707202802122,147.4885360140106,,29.497707202802122,
Qwen/Qwen3-1.7B,trec,ICL,2,5,27.965309065801556,139.82654532900779,,27.965309065801556,
Qwen/Qwen3-1.7B,trec,ICL,32,5,29.256933168800607,146.28466584400303,,29.256933168800607,
Qwen/Qwen3-1.7B,trec,ICL,4,5,28.41285260400473,142.06426302002365,,28.41285260400473,
Qwen/Qwen3-1.7B,trec,ICL,8,5,28.788860146190565,143.94430073095282,,28.788860146190565,
Qwen/Qwen3-1.7B,trec,LoRA,1,5,37.50838396199688,187.5419198099844,0.13446108440402896,36.6130911391956,0.7608317383972463
Qwen/Qwen3-1.7B,trec,LoRA,16,5,39.079776653407315,195.39888326703658,1.5457171874004416,36.819806799001526,0.7142526670053485
Qwen/Qwen3-1.7B,trec,LoRA,2,5,37.740110593001006,188.70055296500504,0.22288930260256165,36.80550553080684,0.7117157595916069
Qwen/Qwen3-1.7B,trec,LoRA,32,5,40.30561771779467,201.52808858897333,2.9505301474026053,36.66803681919991,0.687050751192146
